license_number,company_name,company_dba,license_classification,issued_date,naics_code,naics_name,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu,company_name_clean,company_dba_clean,search_name
GBL-1121-08153,"McDaniel Store, LLC",Welcome Foods McDaniel,Accommodation and Food Services,2025-02-07 00:00:00.000,445110.0,Supermarkets and Other Grocery (except Convenience) Stores ,,1003 McDaniel,,ST,SW,,Atlanta,GA,30310,1003 McDaniel nan ST Atlanta GA 30310,"1003 McDaniel St SW, Atlanta, Georgia, 30310",-84.401929250174,33.727570294276,True,12,V,"mcdaniel store, llc",welcome foods mcdaniel,"mcdaniel store, llc welcome foods mcdaniel"
GBL-1122-17113,Duniya Investment INC,Best 4 Less,Retail Trade,2025-02-16 18:44:51.853,445110.0,Supermarkets and Other Grocery (except Convenience) Stores ,,1960 Donald Lee Hollowell,,PKWY,NW,,Atlanta,GA,30318,1960 Donald Lee Hollowell nan PKWY Atlanta GA 30318,"1960 Donald Lee Hollowell Pkwy NW, Atlanta, Georgia, 30318",-84.448721392289,33.77551553481,True,9,J,duniya investment inc,best 4 less,duniya investment inc best 4 less
LGB-013898-2020,MORGAN'S GROCERY,MORGAN'S GROCERY,Retail Trade,2025-02-03 13:35:01.230,445110.0,Supermarkets and Other Grocery (except Convenience) Stores ,,568,ENGLISH,AVE,NW,,ATLANTA,GA,30318,568 ENGLISH AVE ATLANTA GA 30318,"568 English Ave NW, Atlanta, Georgia, 30318",-84.413612617372,33.770252160621,True,3,L,morgan's grocery,morgan's grocery,morgan's grocery morgan's grocery
GBL-0625-41075,Mawa African market LLC,,Accommodation and Food Services,2025-07-01 10:32:59.000,445110.0,Supermarkets and Other Grocery (except Convenience) Stores ,,1830,Piedmont,AVE,NE,Suite G,Atlanta,GA,30324,1830 Piedmont AVE Atlanta GA 30324,"1830 Piedmont Ave NE, Atlanta, Georgia, 30324",-84.367844995283,33.805739001281,False,District 6,F,mawa african market llc,,mawa african market llc 
GBL-0721-04703,"MSTD Management, LLC",Savi Provisions Inman Park,Retail Trade,2025-03-29 01:04:27.260,445110.0,Supermarkets and Other Grocery (except Convenience) Stores ,,287,ELIZABETH,ST,NE,,Atlanta,GA,,287 ELIZABETH ST Atlanta GA nan,"287 Elizabeth St NE, Atlanta, Georgia, 30307",-84.357819149437,33.762340356485,False,District 2,N,"mstd management, llc",savi provisions inman park,"mstd management, llc savi provisions inman park"
GBL-1123-24553,JC Tropical Market,,Retail Trade,2025-08-08 23:06:18.480,445230.0,Fruit and Vegetable Markets ,,2000 Cheshire Bridge Rd,,,,Ste E.,Atlanta,GA,30324,2000 Cheshire Bridge Rd nan nan Atlanta GA 30324,"2000 Cheshire Bridge Rd NE, Atlanta, Georgia, 30324",-84.35749946365,33.811617774801,False,District 6,F,jc tropical market,,jc tropical market 
LGB-096339-2020,ARDEN'S GARDEN,,Retail Trade,2025-03-14 23:19:34.463,445230.0,Fruit and Vegetable Markets ,,3757,ROSWELL,RD,NE,,ATLANTA,GA,30342,3757 ROSWELL RD ATLANTA GA 30342,"3757 Roswell Rd NE, Atlanta, Georgia, 30342",-84.381360646515,33.857470515118,False,District 7,B,arden's garden,,arden's garden 
LGB-167379-2020,ARDEN GARDEN,,Retail Trade,2025-03-14 23:03:26.987,445230.0,Fruit and Vegetable Markets ,,969,MARIETTA,ST,NW,STE 300,ATLANTA,GA,30318,969 MARIETTA ST ATLANTA GA 30318,"969 Marietta St NW, Atlanta, Georgia, 30318",-84.409327620831,33.778740094872,False,District 3,E,arden garden,,arden garden 
LGB-175280-2020,LUCY'S MARKET,,Retail Trade,2025-03-31 18:35:16.983,445230.0,Fruit and Vegetable Markets ,,56,E ANDREWS,DR,NW,STE 220,ATLANTA,GA,30305,56 E ANDREWS DR ATLANTA GA 30305,"56 E Andrews Dr NW, Atlanta, Georgia, 30305",-84.381123103379,33.843267505915,False,District 8,B,lucy's market,,lucy's market 
GBL-0522-13344,Central Cloud Kitchen,Wagaya Groceries,Retail Trade,2025-01-23 17:04:16.807,445299.0,All Other Specialty Food Stores ,,349,14TH,Street,NW,,Atlanta,GA,,349 14TH Street Atlanta GA nan,"349 14th St NW, Atlanta, Georgia, 30318",-84.398398960195,33.786354006169,False,3,E,central cloud kitchen,wagaya groceries,central cloud kitchen wagaya groceries
GBL-0524-30604,1407 Metropolitan LLC,Corner Grocery,Retail Trade,2025-02-24 23:07:03.160,445120.0,Convenience Stores ,,1407 Metropolitan Parkway SW Atlanta Georgia 30310,,,,,,,,1407 Metropolitan Parkway SW Atlanta Georgia 30310 nan nan nan nan nan,"1407 Metropolitan Pkwy SW, Atlanta, Georgia, 30310",-84.408176869344,33.716469385529,True,12,X,1407 metropolitan llc,corner grocery,1407 metropolitan llc corner grocery
GBL-1124-34084,"Your 828 McDonough Grocery Store, LLC",Tanner's Corner Grocery,Retail Trade,2025-01-27 16:06:39.840,445120.0,Convenience Stores ,,828 McDonough Blvd SE,,,,,Atlanta,GA,30315,828 McDonough Blvd SE nan nan Atlanta GA 30315,"828 McDonough Blvd SE, Atlanta, Georgia, 30315",-84.359454374928,33.709383617951,False,1,W,"your 828 mcdonough grocery store, llc",tanner's corner grocery,"your 828 mcdonough grocery store, llc tanner's corner grocery"
GBL-0325-38876,"Pick and Pay Grocery, Inc.",Pick N Pay,Retail Trade,2025-04-24 15:28:32.000,445120.0,Convenience Stores ,,2621,DONALD LEE HOLLOWELL,Parkway,NW,,Atlanta,GA,,2621 DONALD LEE HOLLOWELL Parkway Atlanta GA nan,"2621 Donald Lee Hollowell Pkwy NW, Atlanta, Georgia, 30318",-84.472734287601,33.776166808687,True,District 9,J,"pick and pay grocery, inc.",pick n pay,"pick and pay grocery, inc. pick n pay"
GBL-0524-30605,1083 Westview Grocery LLC,Westview Grocery LLC,Retail Trade,2025-05-08 23:02:40.583,445120.0,Convenience Stores ,,1083 Westview Drive SW Atlanta Georgia 30310,,,,,,,,1083 Westview Drive SW Atlanta Georgia 30310 nan nan nan nan nan,"1083 Westview Dr SW, Atlanta, Georgia, 30310",-84.423005797166,33.747167561086,True,District 4,T,1083 westview grocery llc,westview grocery llc,1083 westview grocery llc westview grocery llc
