license_number,company_name,company_dba,license_classification,issued_date,naics_code,naics_name,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu,company_name_clean,company_dba_clean,search_name
LGB-130042-2020,"ALDI, INC (GEORGIA)",ALIDI #58,Retail Trade,2025-01-07 13:21:22.857,424410.0,General Line Grocery Merchant Wholesalers ,,1461,MORELAND,AVE,SE,,ATLANTA,GA,30316,1461 MORELAND AVE ATLANTA GA 30316,"1461 Moreland Ave SE, Atlanta, Georgia, 30316",-84.350225731894,33.713708931447,False,1,W,"aldi, inc (georgia)",alidi #58,"aldi, inc (georgia) alidi #58"
LGB-135062-2020,TRADER JOE' EAST INC,TRADER JOE'S #735,Accommodation and Food Services,2025-02-06 12:07:01.737,722511.0,Full-Service Restaurants ,,3183,PEACHTREE,RD,NE,,ATLANTA,GA,30305,3183 PEACHTREE RD ATLANTA GA 30305,"3183 Peachtree Rd NE, Atlanta, Georgia, 30305",-84.374966092582,33.840936079547,False,7,B,trader joe' east inc,trader joe's #735,trader joe' east inc trader joe's #735
LGB-168688-2019,"SF MARKETS, LLC",SPROUTS FARMERS MARKET #519,Retail Trade,2025-02-11 11:39:12.547,424410.0,General Line Grocery Merchant Wholesalers ,,1845,PIEDMONT,AVE,NE,STE 500,ATLANTA,GA,30324,1845 PIEDMONT AVE ATLANTA GA 30324,"1845 Piedmont Ave NE, Atlanta, Georgia, 30324",-84.366008520297,33.807254030279,False,District 6,F,"sf markets, llc",sprouts farmers market #519,"sf markets, llc sprouts farmers market #519"
LGB-174152-2020,KROGER #672,KROGER,Retail Trade,2025-02-12 13:06:14.130,424410.0,General Line Grocery Merchant Wholesalers ,,800,GLENWOOD,AVE,SE,,ATLANTA,GA,30316,800 GLENWOOD AVE ATLANTA GA 30316,"800 Glenwood Ave SE, Atlanta, Georgia, 30316",-84.361482795496,33.739148803865,False,District 1,W,kroger #672,kroger,kroger #672 kroger
LGB-175470-2020,KROGER #626,KROGER,Retail Trade,2025-02-12 13:13:01.280,424410.0,General Line Grocery Merchant Wholesalers ,,2452,MOROSGO,WAY,NE,,ATLANTA,GA,30324,2452 MOROSGO WAY ATLANTA GA 30324,"2452 Morosgo Way NE, Atlanta, Georgia, 30324",-84.365850437603,33.82279814399,False,District 6,B,kroger #626,kroger,kroger #626 kroger
LGB-178485-2020,PUBLIX SUPER MARKETS INC #1226,,Retail Trade,2025-01-16 17:17:25.603,424410.0,General Line Grocery Merchant Wholesalers ,,2275,MARIETTA,BLVD,NW,,ATLANTA,GA,30318,2275 MARIETTA BLVD ATLANTA GA 30318,"2275 Marietta Blvd, Atlanta, Georgia, 30318",-84.464316277984,33.80589517271,True,District 9,G,publix super markets inc #1226,,publix super markets inc #1226 
LGB-181968-2020,"AIDI, INC. (GEORGIA)",ALDI #1,Construction,2025-01-07 13:21:53.433,236115.0,New Single-Family Housing Construction (except For-Sale Builders) ,,3221,PEACHTREE,RD,NW,STE 101,ATLANTA,GA,30305,3221 PEACHTREE RD ATLANTA GA 30305,"3221 Peachtree Rd NE, Atlanta, Georgia, 30305",-84.373036410833,33.841144286022,False,District 7,B,"aidi, inc. (georgia)",aldi #1,"aidi, inc. (georgia) aldi #1"
LGB-186361-2020,"WHOLE FOODS MARKET GROUP, INC",WHOLE FOODS MARKET,Retail Trade,2025-02-11 13:06:38.483,424410.0,General Line Grocery Merchant Wholesalers ,,22,14TH,ST,NW,STE C,ATLANTA,GA,30309,22 14TH ST ATLANTA GA 30309,"22 14th St NW, Atlanta, Georgia, 30309",-84.388038173499,33.785973509674,False,District 2,E,"whole foods market group, inc",whole foods market,"whole foods market group, inc whole foods market"
LGB-187525-2020,PUBLIX SUPER MARKET #1647,,Retail Trade,2025-01-16 17:18:44.730,424410.0,General Line Grocery Merchant Wholesalers ,,905,MEMORIAL,DR,SE,,ATLANTA,GA,30316,905 MEMORIAL DR ATLANTA GA 30316,"905 Memorial Dr SE, Atlanta, Georgia, 30316",-84.356904599982,33.745570389435,False,District 5,N,publix super market #1647,,publix super market #1647 
LGB-188725-2020,KROGER #695,KROGER,Retail Trade,2025-02-12 13:11:05.353,424410.0,General Line Grocery Merchant Wholesalers ,,725,PONCE DE LEON,AVE,NE,,ATLANTA,GA,30306,725 PONCE DE LEON AVE ATLANTA GA 30306,"725 Ponce de Leon Ave NE, Atlanta, Georgia, 30306",-84.361940028314,33.773666989884,False,District 2,N,kroger #695,kroger,kroger #695 kroger
