license_number,company_name,company_dba,license_classification,issued_date,naics_code,naics_name,predirection,address_line1,address_line2,street_type,postdirection,unit_suite,city,state,postal_code,address_concat,address_api,longitude,latitude,disinvested_neighborhood,council_district,npu,company_name_clean,company_dba_clean,search_name
GBL-0823-22617,SSN 2024 INC,MLK FOODMART,Retail Trade,2025-02-18 12:18:31.000,445120.0,Convenience Stores ,SW,2636 martin luther king JR,,DR,,suite 2,ATLANTA,GA,30311,2636 martin luther king JR nan DR ATLANTA GA 30311,"2636 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30311",-84.473962027715,33.75378844341,False,10,I,ssn 2024 inc,mlk foodmart,ssn 2024 inc mlk foodmart
GBL-0823-22670,Super Convenient LLC,,Other Services except Public Administration,2025-02-14 13:12:55.740,445120.0,Convenience Stores ,,20 Terminus Place NE,,,,UNIT 1406,Atlanta,GA,30305,20 Terminus Place NE nan nan Atlanta GA 30305,"20 Terminus Pl NE, Atlanta, Georgia, 30305",-84.37145600299,33.845478987249,False,7,B,super convenient llc,,super convenient llc 
GBL-0823-22725,Pryor Gas and Food LLC,,Retail Trade,2025-02-10 15:48:14.000,445120.0,Convenience Stores ,,1152 Pryor,,RD,SE,,Atlanta,GA,30315,1152 Pryor nan RD Atlanta GA 30315,"1152 Pryor Rd SW, Atlanta, Georgia, 30315",-84.392977377583,33.723559595516,True,12,V,pryor gas and food llc,,pryor gas and food llc 
GBL-0823-22787,Pahi African Caribbean Market 2,,Retail Trade,2025-02-11 22:06:48.917,445120.0,Convenience Stores ,,"2775 Campbellton Road RD C Atlanta, GA 30311",,,,,,,,"2775 Campbellton Road RD C Atlanta, GA 30311 nan nan nan nan nan","2775 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.479793023541,33.701421983401,True,11,R,pahi african caribbean market 2,,pahi african caribbean market 2 
GBL-0823-23054,MIDTOWN MARKET 225 INC,,Retail Trade,2025-02-06 13:23:55.287,445120.0,Convenience Stores ,,225 10th,,ST,NE,,Atlanta,GA,30309,225 10th nan ST Atlanta GA 30309,"225 10th St NE, Atlanta, Georgia, 30309",-84.380219031302,33.781624307754,False,2,E,midtown market 225 inc,,midtown market 225 inc 
GBL-0824-32419,EDGEWOOD STOP INC,K STOP,Retail Trade,2025-01-21 10:23:17.847,445120.0,Convenience Stores ,,138 EDGEWOOD AVE NE,,,,,ATLANTA,GA,30303,138 EDGEWOOD AVE NE nan nan ATLANTA GA 30303,"138 Edgewood Ave NE, Atlanta, Georgia, 30303",-84.38369148615,33.754659054687,False,5,M,edgewood stop inc,k stop,edgewood stop inc k stop
GBL-0922-15990,The Record Loft,,Retail Trade,2025-02-11 15:04:52.457,452319.0,All Other General Merchandise Stores ,,749,MORELAND,Avenue,SE,,Atlanta,GA,,749 MORELAND Avenue Atlanta GA nan,"749 Moreland Ave SE, Atlanta, Georgia, 30316",-84.349677974521,33.733572994235,False,1,W,the record loft,,the record loft 
GBL-0922-15996,Overstock Goods Outlet,,Retail Trade,2025-02-25 23:12:33.613,452319.0,All Other General Merchandise Stores ,,1700 Marietta,,BLVD,NW,B34,Atlanta,GA,30318,1700 Marietta nan BLVD Atlanta GA 30318,"1700 Marietta Blvd, Atlanta, Georgia, 30318",-84.445873717132,33.792857074081,True,9,G,overstock goods outlet,,overstock goods outlet 
GBL-0922-15997,MAHIMOU LLC,DONNELLY FOOD MART,Retail Trade,2025-01-21 17:03:48.170,445120.0,Convenience Stores ,,1294 DONNELLY AVE SW,,,,,ATLANTA,GA,30310,1294 DONNELLY AVE SW nan nan ATLANTA GA 30310,"1294 Donnelly Ave SW, Atlanta, Georgia, 30310",-84.430037040464,33.734528698835,False,4,T,mahimou llc,donnelly food mart,mahimou llc donnelly food mart
GBL-0922-15997,MAHIMOU LLC,DONNELLY FOOD MART,Retail Trade,2025-01-21 17:03:48.170,445120.0,Convenience Stores ,,1294 DONNELLY AVE SW,,,,,ATLANTA,GA,30310,1294 DONNELLY AVE SW nan nan ATLANTA GA 30310,"1294 Donnelly Ave SW, Atlanta, Georgia, 30310",-84.430037040464,33.734528698835,False,4,T,mahimou llc,donnelly food mart,mahimou llc donnelly food mart
GBL-0923-23458,ATLANTA FRESH SUBS LLC,SUBWAY,Retail Trade,2025-01-09 19:04:33.477,445299.0,All Other Specialty Food Stores ,,1162-C PRYOR ST,,,,,ATLANTA,GA,30315,1162-C PRYOR ST nan nan ATLANTA GA 30315,"1162 Pryor St SW, Atlanta, Georgia, 30315",-84.393278416816,33.722943279315,True,12,V,atlanta fresh subs llc,subway,atlanta fresh subs llc subway
GBL-0924-33420,ISMAIL BD INC,PEACH CONVENIENCE STORE,Retail Trade,2025-02-26 23:05:48.667,445120.0,Convenience Stores ,,30 Peachtree ST NW,,,,Suite CU3,Atlanta,GA,30303,30 Peachtree ST NW nan nan Atlanta GA 30303,"30 Peachtree St NW, Atlanta, Georgia, 30303",-84.389939859691,33.75483624812,False,2,M,ismail bd inc,peach convenience store,ismail bd inc peach convenience store
GBL-1022-16679,Peachtreehills Grocer LLC,Savi Provision,Retail Trade,2025-01-04 17:05:50.793,445299.0,All Other Specialty Food Stores ,,365, Peachtree Hil,AVE,NE,uite 101,Atlanta,GA,30305,365  Peachtree Hil AVE Atlanta GA 30305,"365 Peachtree Hills Ave NE, Atlanta, Georgia, 30305",-84.373046720574,33.820259014061,False,7,B,peachtreehills grocer llc,savi provision,peachtreehills grocer llc savi provision
GBL-1022-16682,"The Zero Co, LLC",,Retail Trade,2025-02-03 15:20:11.343,445299.0,All Other Specialty Food Stores ,N,630,Highland,AVE,NE,Suite 626,Atlanta,GA,30306,630 Highland AVE Atlanta GA 30306,"630 N Highland Ave NE, Atlanta, Georgia, 30306",-84.352737033904,33.771594983419,False,2,N,"the zero co, llc",,"the zero co, llc "
GBL-1023-23896,Retropassion21,,Retail Trade,2025-02-12 15:04:17.017,452319.0,All Other General Merchandise Stores ,,464 Armour Drive NE,,,,,Atlanta,GA,30324,464 Armour Drive NE nan nan Atlanta GA 30324,"464 Armour Dr NE, Atlanta, Georgia, 30324",-84.372171985159,33.812666015612,False,6,F,retropassion21,,retropassion21 
GBL-1024-33703,PYS Exotics,,Retail Trade,2025-02-23 09:08:00.000,445120.0,Convenience Stores ,,1084 katherwood drive sw,,,,,atlanta,GA,30310,1084 katherwood drive sw nan nan atlanta GA 30310,"1084 Katherwood Dr SW, Atlanta, Georgia, 30310",-84.423815069918,33.709841186046,True,12,X,pys exotics,,pys exotics 
GBL-1120-00070,Ruby Innovations,,Retail Trade,2025-02-15 18:39:53.083,452319.0,All Other General Merchandise Stores ,,1195,Milton Terrace ,TER,SE,2103,Atlanta,GA,30315,1195 Milton Terrace  TER Atlanta GA 30315,"1195 Milton Ter SE, Atlanta, Georgia, 30315",-84.381889712243,33.72297319757,True,1,Y,ruby innovations,,ruby innovations 
GBL-1122-16935,"Saiful Holdings, LLC",AK Food Mart,Retail Trade,2025-02-24 23:08:38.980,445120.0,Convenience Stores ,,1981 Joseph E Boone Blvd NW Atlanta Georgia 30314,,,,,,,,1981 Joseph E Boone Blvd NW Atlanta Georgia 30314 nan nan nan nan nan,"1981 Joseph E Boone Blvd NW, Atlanta, Georgia, 30314",-84.451747343155,33.764856519999,True,3,J,"saiful holdings, llc",ak food mart,"saiful holdings, llc ak food mart"
GBL-1122-17400,Best 4 Less,Best 4 Less,Retail Trade,2025-02-15 19:08:41.533,452210.0,Department Stores ,SW,2024 campbellton,,RD,SW,,atlanta,GA,30311,2024 campbellton nan RD atlanta GA 30311,"2024 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.455296388665,33.707205445654,True,11,R,best 4 less,best 4 less,best 4 less best 4 less
GBL-1123-24557,"Oakland City Food Mart, LLC",Oakland City Food Mart,Accommodation and Food Services,2025-02-11 22:08:34.987,445120.0,Convenience Stores ,,976 oakland dr sw,,,SW,,atlanta,GA,30310,976 oakland dr sw nan nan atlanta GA 30310,"976 Oakland Dr SW, Atlanta, Georgia, 30310",-84.42690103521,33.728279277556,True,4,S,"oakland city food mart, llc",oakland city food mart,"oakland city food mart, llc oakland city food mart"
GBL-1124-34183,CAME & R INC,ATLANTA FOOD MART,Retail Trade,2025-02-27 23:07:11.493,445120.0,Convenience Stores ,,1575 Joseph E. Boone,,BLVD,NW,A,ATLANTA,GA,30318,1575 Joseph E. Boone nan BLVD ATLANTA GA 30318,"1575 Joseph E Boone Blvd NW, Atlanta, Georgia, 30318",-84.436576754973,33.763618900758,True,3,J,came & r inc,atlanta food mart,came & r inc atlanta food mart
GBL-1124-34415,R to Z Group LLC,7th Sky,Retail Trade,2025-02-07 16:10:23.930,445120.0,Convenience Stores ,,2044 Campbellton Road SW,,,,Unit W,Atlanta,GA,30311,2044 Campbellton Road SW nan nan Atlanta GA 30311,"2044 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.455510985318,33.705683007699,True,11,R,r to z group llc,7th sky,r to z group llc 7th sky
GBL-1221-08253,SAVI Post Riverside LLC,Savi Provisions Provisions,Accommodation and Food Services,2025-01-23 17:04:24.810,445299.0,All Other Specialty Food Stores ,,4403 Northside,,PKWY,,Suite 170,Atlanta,GA,30327,4403 Northside nan PKWY Atlanta GA 30327,"4403 Northside Pkwy NW, Atlanta, Georgia, 30327",-84.449183989525,33.868063019527,False,8,A,savi post riverside llc,savi provisions provisions,savi post riverside llc savi provisions provisions
GBL-1221-08253,SAVI Post Riverside LLC,Savi Provisions Provisions,Accommodation and Food Services,2025-01-23 17:04:24.810,445299.0,All Other Specialty Food Stores ,,4403 Northside,,PKWY,,Suite 170,Atlanta,GA,30327,4403 Northside nan PKWY Atlanta GA 30327,"4403 Northside Pkwy NW, Atlanta, Georgia, 30327",-84.449183989525,33.868063019527,False,8,A,savi post riverside llc,savi provisions provisions,savi post riverside llc savi provisions provisions
GBL-1222-17677,Double Scoop Ice Cream Cascade,,Accommodation and Food Services,2025-01-09 09:05:20.507,445299.0,All Other Specialty Food Stores ,,3455 Martin Luther King JR,,DR,SW,,Atlanta,GA,30331,3455 Martin Luther King JR nan DR Atlanta GA 30331,"3455 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30331",-84.500505963573,33.756387361212,True,10,H,double scoop ice cream cascade,,double scoop ice cream cascade 
GBL-1222-17731,"Savi@Lenox, LLC",Savi@Lenox,Retail Trade,2025-01-16 17:15:12.883,445120.0,Convenience Stores ,,3478 Lakeside Drive NE Atlanta Georgia 30326,,,,,,,,3478 Lakeside Drive NE Atlanta Georgia 30326 nan nan nan nan nan,"3478 Lakeside Dr NE, Atlanta, Georgia, 30326",-84.357515975999,33.848084501851,False,7,B,"savi@lenox, llc",savi@lenox,"savi@lenox, llc savi@lenox"
GBL-1222-17734,"Savi@StarMetal,LLC",Savi@StarMetal,Retail Trade,2025-01-16 13:18:25.490,445120.0,Convenience Stores ,,1050 Howell Mill Road NW Suite 105 Atlanta Georgia 30318,,,,,,,,1050 Howell Mill Road NW Suite 105 Atlanta Georgia 30318 nan nan nan nan nan,"1050 Howell Mill Rd NW, Atlanta, Georgia, 30318",-84.412136983318,33.78340101977,False,3,E,"savi@starmetal,llc",savi@starmetal,"savi@starmetal,llc savi@starmetal"
GBL-1222-17734,"Savi@StarMetal,LLC",Savi@StarMetal,Retail Trade,2025-01-16 13:18:25.490,445120.0,Convenience Stores ,,1050 Howell Mill Road NW Suite 105 Atlanta Georgia 30318,,,,,,,,1050 Howell Mill Road NW Suite 105 Atlanta Georgia 30318 nan nan nan nan nan,"1050 Howell Mill Rd NW, Atlanta, Georgia, 30318",-84.412136983318,33.78340101977,False,3,E,"savi@starmetal,llc",savi@starmetal,"savi@starmetal,llc savi@starmetal"
GBL-1223-25719,GOVARDHAN LLC,T FOOD MART,Retail Trade,2025-02-15 19:08:05.863,445120.0,Convenience Stores ,,1155,Sylvan,RD,SW,,ATLANTA,GA,30310,1155 Sylvan RD ATLANTA GA 30310,"1155 Sylvan Rd SW, Atlanta, Georgia, 30310",-84.418260717959,33.723420036828,True,12,S,govardhan llc,t food mart,govardhan llc t food mart
GBL-1224-34696,WINDSOR 786 INC,WINDSOR SUPER MARKET,Retail Trade,2025-02-11 16:17:16.000,445120.0,Convenience Stores ,,504,WINDSOR,Street,SW,,Atlanta,GA,,504 WINDSOR Street Atlanta GA nan,"504 Windsor St SW, Atlanta, Georgia, 30312",-84.397927897236,33.741090178369,True,4,V,windsor 786 inc,windsor super market,windsor 786 inc windsor super market
GBL-1224-34928,Bloomingdales The Outlet Store LLC,Bloomingdale's Outlet,Retail Trade,2025-01-31 15:34:04.400,452210.0,Department Stores ,,3495 Buckhead Loop NE,,LOOP,NE,Suite 110A,Atlanta,GA,30326,3495 Buckhead Loop NE nan LOOP Atlanta GA 30326,"3495 Buckhead Loop NE, Atlanta, Georgia, 30326",-84.370336432182,33.850357212988,False,7,B,bloomingdales the outlet store llc,bloomingdale's outlet,bloomingdales the outlet store llc bloomingdale's outlet
LGB-017398-2020,THE CONTAINER STORE INC,,Retail Trade,2025-02-04 12:04:29.600,452319.0,All Other General Merchandise Stores ,,3637,PEACHTREE,RD,NE,STE-C,ATLANTA,GA,30319,3637 PEACHTREE RD ATLANTA GA 30319,"3637 Peachtree Rd NE, Atlanta, Georgia, 30319",-84.358339928589,33.853858627133,False,7,B,the container store inc,,the container store inc 
LGB-095302-2019,"THE GINKGO LEAF, LLC.",,Retail Trade,2025-02-14 17:13:16.920,452319.0,All Other General Merchandise Stores ,,386,HASCALL,RD,NW,,ATLANTA,GA,30309,386 HASCALL RD ATLANTA GA 30309,"386 Hascall Rd NW, Atlanta, Georgia, 30309",-84.40056006629,33.796921574416,False,8,E,"the ginkgo leaf, llc.",,"the ginkgo leaf, llc. "
LGB-099671-2020,DIGITAL ARTS STUDIO,,Retail Trade,2025-01-28 17:04:04.227,452319.0,All Other General Merchandise Stores ,,1082,HUFF,RD,NW,B,ATLANTA,GA,30318,1082 HUFF RD ATLANTA GA 30318,"1082 Huff Rd NW, Atlanta, Georgia, 30318",-84.422867244306,33.788967902674,False,9,D,digital arts studio,,digital arts studio 
LGB-109428-2020,GREAT WRAPS,,Retail Trade,2025-02-04 10:05:25.990,445299.0,All Other Specialty Food Stores ,,231,PEACHTREE,ST,NE,B37,ATLANTA,GA,30303,231 PEACHTREE ST ATLANTA GA 30303,"231 Peachtree St NE, Atlanta, Georgia, 30303",-84.386491628544,33.75994028233,False,2,M,great wraps,,great wraps 
LGB-125603-2020,E Z SHOP FOOD MART,,Retail Trade,2025-01-15 17:12:27.983,445120.0,Convenience Stores ,,2049,SYLVAN,RD,SW,,ATLANTA,GA,30310,2049 SYLVAN RD ATLANTA GA 30310,"2049 Sylvan Rd SW, Atlanta, Georgia, 30310",-84.418676627995,33.698772086622,True,12,X,e z shop food mart,,e z shop food mart 
LGB-156808-2020,PACES CAFE,,Retail Trade,2025-02-11 02:56:37.287,445299.0,All Other Specialty Food Stores ,,3193,HOWELL MILL,RD,NW,STE# 122,ATLANTA,GA,30327,3193 HOWELL MILL RD ATLANTA GA 30327,"3193 Howell Mill Rd NW, Atlanta, Georgia, 30327",-84.427124999662,33.842232257054,False,8,C,paces cafe,,paces cafe 
LGB-158209-2020,BUEN OS DIAS CAFE,,Retail Trade,2025-02-11 17:22:14.833,445299.0,All Other Specialty Food Stores ,,30,DECATUR,ST,SE,,ATLANTA,GA,30303,30 DECATUR ST ATLANTA GA 30303,"30 Decatur St SE, Atlanta, Georgia, 30303",-84.38849859144,33.75415144663,False,1,M,buen os dias cafe,,buen os dias cafe 
LGB-164880-2020,FRUITY ICE TREATS,FRUITY ICE TREATS,Retail Trade,2025-02-11 11:42:02.053,445299.0,All Other Specialty Food Stores ,,2491,MARTIN L KING JR,DR,SW,,ATLANTA,GA,30310,2491 MARTIN L KING JR DR ATLANTA GA 30310,"2491 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30311",-84.469053036379,33.752476945152,False,10,I,fruity ice treats,fruity ice treats,fruity ice treats fruity ice treats
LGB-166790-2020,"ATLANTA BRIDAL COLLECTION,LLC",,"Admin, Support, Waste Mgt & Remediation Svc",2025-02-15 18:45:51.357,452319.0,All Other General Merchandise Stores ,,442,E PACES FERRY,RD,NE,,ATLANTA,GA,30305,442 E PACES FERRY RD ATLANTA GA 30305,"442 E Paces Ferry Rd NE, Atlanta, Georgia, 30305",-84.373395491565,33.838515679277,False,District 7,B,"atlanta bridal collection,llc",,"atlanta bridal collection,llc "
LGB-168267-2020,SUNRISE FRAGRANCE,,Retail Trade,2025-01-29 13:20:25.103,452319.0,All Other General Merchandise Stores ,,199,MITCHELL,ST,SW,Unit 2,ATLANTA,GA,30303,199 MITCHELL ST ATLANTA GA 30303,"199 Mitchell St SW, Atlanta, Georgia, 30303",-84.394057637264,33.751805310022,False,District 4,M,sunrise fragrance,,sunrise fragrance 
LGB-169812-2020,BUILD A BEAR WORKSHOP,,Retail Trade,2025-02-24 23:07:18.923,452319.0,All Other General Merchandise Stores ,,3500,PEACHTREE,RD,NE,STE 2034,ATLANTA,GA,30326,3500 PEACHTREE RD ATLANTA GA 30326,"3500 Peachtree Rd NE, Atlanta, Georgia, 30326",-84.362432297488,33.85276537568,False,District 7,B,build a bear workshop,,build a bear workshop 
LGB-175262-2019,"GREEN CAMP FOODMART, INC",CAMP FOOD MART,Retail Trade,2025-02-07 08:49:59.973,445120.0,Convenience Stores ,,2674,CAMPBELLTON,RD,SW,,ATLANTA,GA,30311,2674 CAMPBELLTON RD ATLANTA GA 30311,"2674 Campbellton Rd SW, Atlanta, Georgia, 30311",-84.47575998701,33.702174007754,True,District 11,R,"green camp foodmart, inc",camp food mart,"green camp foodmart, inc camp food mart"
LGB-181046-2020,BRASH POURS LLC,,Retail Trade,2025-01-20 11:24:26.823,445299.0,All Other Specialty Food Stores ,,130,W PACES FERRY,RD,NW,,ATLANTA,GA,30305,130 W PACES FERRY RD ATLANTA GA 30305,"130 W Paces Ferry Rd NW, Atlanta, Georgia, 30305",-84.386068090976,33.841879965664,False,District 8,B,brash pours llc,,brash pours llc 
LGB-185142-2020,SODEXO OPERATIONS LLC,,Retail Trade,2025-02-06 12:04:44.537,445299.0,All Other Specialty Food Stores ,,35,JESSE HILL JR,DR,SE,,ATLANTA,GA,30315,35 JESSE HILL JR DR ATLANTA GA 30315,"35 Jesse Hill Jr Dr SE, Atlanta, Georgia, 30303",-84.381977638408,33.753858499114,False,District 5,M,sodexo operations llc,,sodexo operations llc 
LGB-185144-2020,SODEXO OPERATIONS LLC,,Retail Trade,2025-02-06 12:05:47.983,445299.0,All Other Specialty Food Stores ,,2800,SPRINGDALE,RD,SW,,ATLANTA,GA,30315,2800 SPRINGDALE RD ATLANTA GA 30315,"2800 Springdale Rd SW, Atlanta, Georgia, 30315",-84.414148891538,33.678792730756,True,District 12,X,sodexo operations llc,,sodexo operations llc 
LGB-185145-2020,SODEXO OPERATIONS LLC,,Retail Trade,2025-02-06 12:04:02.027,445299.0,All Other Specialty Food Stores ,,80,JESSE HILL JR,DR,SE,,ATLANTA,GA,30315,80 JESSE HILL JR DR ATLANTA GA 30315,"80 Jesse Hill Jr Dr SE, Atlanta, Georgia, 30303",-84.382240997805,33.752091007192,False,District 5,M,sodexo operations llc,,sodexo operations llc 
LGB-185408-2020,LITTLE TART BAKESHOP,,Retail Trade,2025-03-04 23:05:51.690,445299.0,All Other Specialty Food Stores ,,60,GEORGIA,AVE,SE,,ATLANTA,GA,30312,60 GEORGIA AVE ATLANTA GA 30312,"60 Georgia Ave SE, Atlanta, Georgia, 30312",-84.385663412691,33.737155293923,False,District 1,V,little tart bakeshop,,little tart bakeshop 
LGB-188969-2020,EINSTEIN AND NOAH CORP,,Retail Trade,2025-01-31 15:35:26.653,445299.0,All Other Specialty Food Stores ,,1163,W PEACHTREE,ST,NE,,ATLANTA,GA,30309,1163 W PEACHTREE ST ATLANTA GA 30309,"1163 W Peachtree St NE, Atlanta, Georgia, 30309",-84.387421013968,33.786433005606,False,District 2,E,einstein and noah corp,,einstein and noah corp 
LGB-189227-2020,MK 2019 INC,,Retail Trade,2025-01-17 11:04:50.623,445120.0,Convenience Stores ,,196,PEACHTREE,ST,SW,STE-105,ATLANTA,GA,30303,196 PEACHTREE ST ATLANTA GA 30303,"196 Peachtree St SW, Atlanta, Georgia, 30303",-84.394192250629,33.749041964183,False,District 4,M,mk 2019 inc,,mk 2019 inc 
LGB-189774-2020,GEORGIA SUSTAINABLE JUICE COMP,,Retail Trade,2025-01-17 17:12:03.413,445299.0,All Other Specialty Food Stores ,,2260,MARIETTA,BLVD,NW,,ATLANTA,GA,30318,2260 MARIETTA BLVD ATLANTA GA 30318,"2260 Marietta Blvd, Atlanta, Georgia, 30318",-84.464125760336,33.805809961705,True,District 9,G,georgia sustainable juice comp,,georgia sustainable juice comp 
LGB-189774-2020,GEORGIA SUSTAINABLE JUICE COMP,,Retail Trade,2025-01-17 17:12:03.413,445299.0,All Other Specialty Food Stores ,,2260,MARIETTA,BLVD,NW,,ATLANTA,GA,30318,2260 MARIETTA BLVD ATLANTA GA 30318,"2260 Marietta Blvd, Atlanta, Georgia, 30318",-84.464125760336,33.805809961705,True,District 9,G,georgia sustainable juice comp,,georgia sustainable juice comp 
GBL-0125-35562,Esen AK LLC,Austin5,Retail Trade,2025-05-13 14:10:21.000,452319.0,All Other General Merchandise Stores ,,2841 Greenbriar Pkwy,,,,,Atlanta,GA,30331,2841 Greenbriar Pkwy nan nan Atlanta GA 30331,"2841 Greenbriar Pkwy SW, Atlanta, Georgia, 30331",-84.495719393946,33.686618033651,True,District 11,R,esen ak llc,austin5,esen ak llc austin5
GBL-0125-35869,Nasdaqq300 LLLP,Essential market,Accommodation and Food Services,2025-03-14 05:57:00.000,445120.0,Convenience Stores ,,844 martin luther king jr sr sw,,,,,Atlanta,GA,30314,844 martin luther king jr sr sw nan nan Atlanta GA 30314,"844 Martin Luther King Jr Dr SW, Atlanta, Georgia, 30314",-84.415145687829,33.754659256689,False,District 4,T,nasdaqq300 lllp,essential market,nasdaqq300 lllp essential market
GBL-0125-36213,SANIA 2455 LLC,FIESTA FOOD MARKET,Retail Trade,2025-07-21 09:59:49.000,445120.0,Convenience Stores ,,2455 PIEDMONT RD NE,,,,,ATLANTA,GA,30324,2455 PIEDMONT RD NE nan nan ATLANTA GA 30324,"2455 Piedmont Rd NE, Atlanta, Georgia, 30324",-84.366870012305,33.822298834018,False,District 6,B,sania 2455 llc,fiesta food market,sania 2455 llc fiesta food market
GBL-0222-09783,Ethnobotany Shop,Ethnobotany Shop,Retail Trade,2025-03-27 01:04:16.357,452319.0,All Other General Merchandise Stores ,,1228 Liberty Pkwy NW,,,NW,SUITE 903,Atlanta,GA,30318,1228 Liberty Pkwy NW nan nan Atlanta GA 30318,"1228 Liberty Pkwy NW, Atlanta, Georgia, 30318",-84.442280486432,33.81870777524,False,District 9,D,ethnobotany shop,ethnobotany shop,ethnobotany shop ethnobotany shop
GBL-0225-37215,Bartanicals,,Retail Trade,2025-04-29 06:43:00.000,445299.0,All Other Specialty Food Stores ,,2080 Defoor,,AVE,NW,210,Atlanta,GA,30318,2080 Defoor nan AVE Atlanta GA 30318,"2080 Defoor Ave NW, Atlanta, Georgia, 30318",-84.426365431597,33.81208359907,False,District 9,D,bartanicals,,bartanicals 
GBL-0225-37547,Buckhead 102,Edible Arrangements,Retail Trade,2025-03-24 07:40:00.000,445299.0,All Other Specialty Food Stores ,,3655 Roswell,,RD,NE,STE 214,Atlanta,GA,30328,3655 Roswell nan RD Atlanta GA 30328,"3655 Roswell Rd NE, Atlanta, Georgia, 30342",-84.382238986149,33.855807000704,False,District 7,B,buckhead 102,edible arrangements,buckhead 102 edible arrangements
GBL-0225-37738,Ice Me Out Water Ice Company LLC,,Accommodation and Food Services,2025-05-27 11:23:50.000,445299.0,All Other Specialty Food Stores ,,334,McDaniel,ST,SW,,Atlanta,GA,30313,334 McDaniel ST Atlanta GA 30313,"334 McDaniel St SW, Atlanta, Georgia, 30313",-84.405551070536,33.745757389695,False,District 4,M,ice me out water ice company llc,,ice me out water ice company llc 
GBL-0325-37990,PrintVision Creations LLC,PrintVision Creations,Retail Trade,2025-07-08 13:26:24.000,452319.0,All Other General Merchandise Stores ,,2521 Piedmont Rd NE,Apt 2107,,,,Atlanta,GA,30324,2521 Piedmont Rd NE Apt 2107 nan Atlanta GA 30324,"2521 Piedmont Rd NE, Atlanta, Georgia, 30324",-84.366636660121,33.823987242684,False,District 6,B,printvision creations llc,printvision creations,printvision creations llc printvision creations
GBL-0325-38086,785 LEE LLC,Food N Fun,Retail Trade,2025-05-21 12:43:00.000,445120.0,Convenience Stores ,,785 LEE ST SW,,,,,ATLANTA,GA,30310,785 LEE ST SW nan nan ATLANTA GA 30310,"785 Lee St SW, Atlanta, Georgia, 30310",-84.414498333081,33.7335803284,False,District 4,T,785 lee llc,food n fun,785 lee llc food n fun
GBL-0325-38086,785 LEE LLC,Food N Fun,Retail Trade,2025-05-21 12:43:00.000,445120.0,Convenience Stores ,,785 LEE ST SW,,,,,ATLANTA,GA,30310,785 LEE ST SW nan nan ATLANTA GA 30310,"785 Lee St SW, Atlanta, Georgia, 30310",-84.414498333081,33.7335803284,False,District 4,T,785 lee llc,food n fun,785 lee llc food n fun
GBL-0325-38304,BANGLADESH 2025 INC,DISCOUNT FOOD MART,Retail Trade,2025-04-02 11:32:33.000,445120.0,Convenience Stores ,,12,Atlanta,AVE,SW,,ATLANTA,GA,30315,12 Atlanta AVE ATLANTA GA 30315,"12 Atlanta Ave SW, Atlanta, Georgia, 30315",-84.388383004995,33.730290012309,True,District 1,V,bangladesh 2025 inc,discount food mart,bangladesh 2025 inc discount food mart
GBL-0325-38359,AVIQ LLC,TECH SHOP & RUN,Retail Trade,2025-04-28 14:15:40.000,445120.0,Convenience Stores ,,800,MARIETTA,ST,NW,Ste D,Atlanta,GA,30318,800 MARIETTA ST Atlanta GA 30318,"800 Marietta St NW, Atlanta, Georgia, 30318",-84.405895063843,33.773810739524,False,District 3,E,aviq llc,tech shop & run,aviq llc tech shop & run
GBL-0325-38706,Atlanta Texaco 808 LLC,Texaco Food Mart,Retail Trade,2025-06-02 13:34:00.000,445120.0,Convenience Stores ,SE,808 McDonough Blvd,,,,,Atlanta,GA,30315,808 McDonough Blvd nan nan Atlanta GA 30315,"808 McDonough Blvd SE, Atlanta, Georgia, 30315",-84.359945554454,33.709678199938,False,District 1,W,atlanta texaco 808 llc,texaco food mart,atlanta texaco 808 llc texaco food mart
GBL-0521-02978,FRENCHYS,Rhonda Perryman,Retail Trade,2025-04-28 21:02:08.243,452319.0,All Other General Merchandise Stores ,,1099 Boulevard ,,ST,SE,Unit 3125,Atlanta,GA,30312,1099 Boulevard  nan ST Atlanta GA 30312,"1099 Boulevard SE, Atlanta, Georgia, 30312",-84.368824001573,33.724078980146,True,District 1,Y,frenchys,rhonda perryman,frenchys rhonda perryman
GBL-0523-21004,JAYSHIVSHANKAR INC,CORNER FOOD MART,Retail Trade,2025-05-05 15:33:40.000,445120.0,Convenience Stores ,,2102 HOLLYWOOD RD NW,,,,,ATLANTA,GA,30318,2102 HOLLYWOOD RD NW nan nan ATLANTA GA 30318,"2102 Hollywood Rd NW, Atlanta, Georgia, 30318",-84.468993528033,33.813438701357,False,District 9,D,jayshivshankar inc,corner food mart,jayshivshankar inc corner food mart
GBL-0524-30576,349 INTOWN MARKET INC,INTOWN MARKET,Other Services except Public Administration,2025-06-13 10:22:12.000,445120.0,Convenience Stores ,,349,DECATUR,ST,SE,,Atlanta,GA,30312,349 DECATUR ST Atlanta GA 30312,"349 Decatur St SE, Atlanta, Georgia, 30312",-84.37828356604,33.749595295521,False,District 5,M,349 intown market inc,intown market,349 intown market inc intown market
